text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Thank you, Chair. Late last year, The Hague and the Netherlands were shocked by the horrific attack in Mariahoeve, in which several people lost their lives. It now appears that a week earlier, the police arrested the suspect of the Tarwekamp attack with a car full of jerrycans and heavy fireworks, and released him shortly thereafter. This obviously cannot be true. The PVV therefore wants a debate with the Minister of Justice to find out how on earth this could have happened.",1,82,87.76,54.61,51.25,3.01,16.4,24.39,86.59,73.17,54.88,9.76,3.66,0,0,1.22,1.22,1.22,6.1,19.51,13.41,0,13.41,6.1,7.32,3.66,1.22,14.63,7.32,7.32,6.1,0,0,6.1,25.61,0,13.41,4.88,1.22,3.66,1.22,1.22,2.44,0,8.54,2.44,4.88,2.44,0,1.22,1.22,0,0,0,10.98,6.1,1.22,1.22,2.44,1.22,2.44,4.88,0,0,0,1.22,2.44,1.22,0,1.22,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,1.22,0,0,1.22,0,0,0,0,7.32,9.76,0,0,6.1,1.22,0,1.22,9.76,4.88,6.1,2.44,0,0,0,0,0,12.2,6.1,6.1,0,0,0,0,0
"But did that David actually survive that, killing a lion and a bear with a stone? Because that would take a few years, I think.",1,25,39.7,7.28,13.33,1,12.5,16,80,76,64,16,4,4,0,0,0,0,12,32,16,0,4,8,4,12,0,16,4,8,4,0,0,4,28,0,20,4,4,4,0,4,4,0,4,0,4,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,16,4,8,4,0,0,0,0
"Whether or not your home in your home country is in good condition is, of course, not a condition for asylum. I have not yet seen that in the IND's policy. It is not standing policy.",1,36,26.1,1,99,64,12,13.89,83.33,66.67,63.89,13.89,8.33,2.78,0,5.56,0,0,5.56,13.89,5.56,0,13.89,11.11,2.78,5.56,11.11,13.89,0,0,0,0,0,0,33.33,0,25,0,0,2.78,5.56,5.56,16.67,0,2.78,2.78,0,2.78,2.78,0,0,0,0,0,8.33,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,22.22,0,0,19.44,2.78,0,0,2.78,2.78,8.33,0,0,0,0,0,0,16.67,8.33,5.56,0,0,2.78,0,0
"Thank you, Chair. I will begin by assessing the motions. I must advise against the motion on document no. 625 by Member Thijssen regarding advocating for greater protection of Dutch and European interests. This is because the open economy is naturally important for the Netherlands, as is the internal market. ""Made in Europe"" or ""made in the Netherlands"" can be contrary to the principles of the WTO. Naturally, I am already committed to protecting the interests of the Cabinet's vision on EU competitiveness. I can, however, support the spirit of Member Thijssen's motion. After all, we are already working within a European context to ensure a stronger Europe, for example through procurement rules.",1,113,94.4,30.21,23.61,92.55,12.56,33.63,84.07,65.49,53.98,6.19,5.31,3.54,0.88,0.88,0,0,0.88,14.16,11.5,0.88,18.58,8.85,4.42,5.31,0.88,15.93,5.31,0.88,7.08,2.65,2.65,2.65,16.81,1.77,7.96,0,2.65,2.65,0.88,0,2.65,0,5.31,5.31,0,0,0,0,0,0,0,0,7.08,3.54,2.65,1.77,0,0,1.77,3.54,0,0,0,0,2.65,0,2.65,0,2.65,0,0,0.88,1.77,0,0,0,0,0,0,0,0,0,0,0.88,0,0.88,0,0,0,0,1.77,1.77,1.77,10.62,2.65,2.65,4.42,0.88,0,0,3.54,3.54,6.19,0.88,0,0,0,0,0,19.47,7.96,6.19,0,0,1.77,3.54,0
"Thank you, Chair. The values of human dignity, equality, and solidarity are the yardstick by which my party assesses developments and formulates alternatives. This Trade and Development Aid budget runs directly contrary to these values. Cutting billions in the coming years is incredibly shortsighted. The biggest cut to development cooperation ever, we have already heard the PVV proudly proclaim. Women's rights, girls' rights, humanitarian aid, human rights—the axe is being wielded. I therefore call upon the Minister to reconsider and not do this. We must discuss the consequences of this cabinet's dismantling here today. Research by the Guttmacher Institute from last month shows some of the consequences of the cuts to Dutch aid for women's rights and sexual health. For every 10 million euros in cuts, approximately 900,000 women will no longer have access to contraception. It could lead to 273,000 more unwanted pregnancies, 17,000 fewer people receiving medication for HIV, and 466,000 people who are not tested for or receive information about HIV. What is the Minister's view on these consequences? We have a proposal to take these cuts off the table, and the same applies to the cuts to humanitarian aid. Earlier this week, it was added to this that the Minister plans to deliberately impose impossible demands on civil society organizations. These are organizations that, for example, provide support and protection to women's and human rights defenders. The House recently adopted a motion to support the work of women's rights and female human rights activists, but the Minister's goal seems to be to let these organizations collapse. Is that indeed this Minister's objective? I would like an answer. For, if so, why is the Minister suddenly acting directly against the wishes of this House? This concerns the adopted proposal I just mentioned, but also a proposal we adopted here just last month, namely to invest specifically in civil society. If letting organizations collapse is not this minister's goal, what consequences does the minister think her policy will have? I am very curious about that. Something else this cabinet claims to consider important: the coalition program states that it wants to promote stability in vulnerable countries. Conflicts are being fought and fueled with weapons all over the world. If you value stability and peace, control over our arms exports should not be relinquished. Just today, it became clear that if we give control away to France, for example, our weapons and weapon parts simply end up in a country like Sudan, where a bloody war is being fought with them. We have also already seen that the court overruled this cabinet regarding the delivery of F-35 parts to Israel. Those deliveries should not have taken place, and still should not. Is the minister now going to regularly review the years of general licenses on arms exports? Is this cabinet going to take a step back regarding accession to the Aachen Treaty? In October, the House adopted a motion by the SP to advocate for a UN arms embargo for the entire country of Sudan. Our motion to halt arms trade to Sudan via third countries was also adopted. The Minister indicates that she has followed up on this by mentioning it once in international forums. I assume, however, that the Minister's efforts will go further than that. What else is she going to do to stop the arms trade to Sudan? Is she prepared to ensure that additional humanitarian aid reaches Sudan, because it is desperately needed for tens of millions of people who would otherwise starve to death? If not, we have a proposal for that as well. The role of women in peace processes has also been discussed here previously. It has been demonstrated that this is so incredibly important and so incredibly effective. Is the Minister prepared to preserve the Women, Peace and Security fund and not cut it short? Thank you, Chair.",1,649,66.5,46.44,25.45,63.93,15.83,24.65,88.14,62.4,52.7,11.09,4.01,0.92,1.54,0.46,0.62,0.15,7.09,15.1,7.55,1.69,13.56,7.86,6.01,5.7,1.39,12.63,4.62,3.7,6.93,2,1.39,3.7,21.11,0.62,11.4,1.85,1.39,1.69,1.54,0.77,4.47,0,4.01,3.39,0.62,0.77,0.46,0.31,0,0,0,0.15,13.41,7.24,2.16,0.62,0.31,1.69,1.39,6.01,0.15,0,2,0,1.69,1.54,0.15,0,3.7,0.15,0.46,2.47,1.08,0.15,2.16,0.77,0.31,0,0,0,0.77,0.15,0.15,0.62,0.31,1.08,0.15,0,0,0.31,0.92,0.31,4.93,6.16,0.31,1.23,4.62,0.31,0.15,0,3.7,2.93,5.08,3.08,0,0,0,0,0,14.02,4.93,5.7,1.39,0,1.69,0.31,0
"I understand that, but that is something else entirely. The 45-minute standard is yet another funding contribution. In a situation where we are going to adjust the hospital landscape—which we are going to do—with distribution and budget funding for intensive care units, emergency departments, and acute obstetrics, more hospitals will qualify than the 30 to 31 that currently fall under the 45-minute standard. In essence, the 45-minute standard is being absorbed into this. I am currently drafting a letter regarding this, which I will send to the House in the coming days. Mr. Claassen asked about the effects of the amendment to the Decree on Acute Care. All hospitals with an Emergency Department, Intensive Care Unit, or acute obstetrics department will soon receive budget funding. At present, only hospitals sensitive to the 45-minute standard receive an availability contribution for the Emergency Department and acute obstetrics. By adjusting the 45-minute standard, all hospitals will become sensitive. I just explained that. This means that all hospitals considering limiting the provision of acute care must make every effort to keep these departments open. The Decree on Acute Care (AMvB) and its elaboration in the ministerial regulation specify the decision-making process hospitals must follow if they are considering adjusting the supply. It states with whom the hospital must enter into dialogue, and the hospital must indicate what it intends to do with the input from the stakeholders. First, I will prepare a guideline to further promote the dialogue in the region. After that, we will proceed with the regulations.",1,257,87.23,25.4,45.59,43.41,17.13,32.68,91.44,65.76,52.53,10.89,3.89,1.95,1.17,0,0,0.39,7,18.68,11.67,3.11,13.23,7.78,3.89,3.89,0,15.18,7.39,3.89,4.28,1.17,1.17,1.95,21.4,1.56,12.06,3.11,1.17,1.95,1.56,0.39,4.28,0,1.56,1.56,0,0,0,0,0,0,0,0,7.39,5.45,1.95,0.78,0,0,1.95,2.33,0,0,0,0.39,0.78,0.78,0,0,5.84,0,0.39,3.5,1.95,0,5.06,5.06,5.06,0,0,0,0,0,0,2.72,0,0.78,0,0,0,0,0,0,1.17,7,0.39,1.17,5.45,0,0,0.78,3.5,0.78,4.67,4.67,0,0,0,0,0,14.4,6.23,5.06,0,0,0,3.11,0
"The motion regarding document no. 942 is from Ms. Van Zanten. She requested the government to evaluate the effectiveness of the border controls carried out and to present an improvement plan before the internal border controls are extended. The Cabinet has already decided to extend the internal border controls until 9 December 2025. Your House was informed of this decision and the substantiation on 25 April. In the coming period, the Royal Netherlands Marechaussee will continue to carry out internal border controls within its existing capacity. I have also previously promised to inform the House about this, so I advise against this motion. Then I have …",1,106,90.76,34.68,99,49.04,13.25,30.19,91.51,57.55,49.06,8.49,4.72,2.83,0,0.94,0.94,0,3.77,16.98,11.32,3.77,16.04,6.6,3.77,6.6,0.94,12.26,2.83,0,9.43,0,2.83,6.6,24.53,0.94,11.32,5.66,3.77,0,0,0.94,0.94,0,1.89,1.89,0,0,0,0,0,0,0,0,8.49,6.6,0.94,2.83,0,0,2.83,2.83,0,0,1.89,0,0.94,0.94,0,0,1.89,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,17.92,0,4.72,14.15,0,0,0,8.49,5.66,2.83,1.89,0,0,0,0,0,12.26,10.38,1.89,0,0,0,0,0
"The Minister is now saying: to deport foreign nationals, we can simply settle it with a summary penal order. However, the Circular on Aliens states that for this, a serious crime must have been committed for which the individual has been sentenced to a prison term or a custodial measure. The very problem is that such a summary penal order does not allow for a custodial measure or a prison term. If the Minister maintains this, he is sidelining the Dutch Cabinet or the Dutch Minister for Asylum and Migration regarding the deportation of asylum seekers who have committed criminal acts and have been convicted for them. That is simply stated in the Circular on Aliens; I am not making this up. The Minister must therefore stick to the facts.",1,130,73.03,17.19,2.93,6.78,21.67,23.85,79.23,62.31,57.69,10,3.85,0.77,0.77,0,0.77,0.77,6.15,19.23,13.85,0,10.77,11.54,4.62,5.38,1.54,13.08,2.31,0.77,9.23,0.77,1.54,6.92,24.62,0,13.85,0.77,1.54,3.08,3.08,3.08,6.15,0,1.54,0,1.54,0,0,0,0,0,0,0,7.69,3.85,0,0.77,0,0.77,1.54,3.08,0,0,0,0.77,3.08,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,2.31,2.31,0.77,0,1.54,0,0,0,2.31,4.62,6.92,0,0,0,0,0,0,9.23,4.62,3.08,0,0,0,1.54,0
"Yes, I advise against the amendment. The intention of the proposed legislative changes is to provide a legal basis for the current practice as it is currently carried out by the Inspectorate, Veilig Thuis, and so on. If we do not do that, the possibility of working in this way will cease to exist. I consider that unwise. The reason why professional secrecy and the protectability of medical data are being overruled is solely to protect patients, to protect children, and to protect vulnerable individuals. These are people who may be victims of abuse or violence. Those are good, weighty reasons to overrule that. That is why I have adopted this legislation. It is to ensure that we properly establish the legal foundations for current practice.",1,126,63.81,49.5,29.04,12.02,14,30.95,92.06,65.87,56.35,13.49,4.76,2.38,1.59,0,0,0,8.73,15.08,7.94,0,15.08,11.9,3.17,5.56,0.79,15.08,4.76,0.79,11.11,1.59,2.38,7.14,23.02,0.79,11.11,2.38,5.56,0,3.17,0,3.17,0,2.38,0.79,1.59,0.79,0.79,0,0,0,0,0,9.52,3.17,0.79,0,0,0,0.79,6.35,0,0,0,0,1.59,1.59,0,0,4.76,0,0,4.76,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,3.97,3.97,0.79,0.79,2.38,0,0,0,3.97,0.79,9.52,2.38,0.79,0,0.79,0,0,12.7,7.14,5.56,0,0,0,0,0
"No, we have brought along excellent ministers who are doing their very best. They are ensuring that hospital care is brought back into order, as far as possible. They are ensuring that the influx of asylum seekers decreases; that has also happened. During the negotiations on the Spring Budget, they are — and this is also my responsibility in the coming weeks — working hard on energy bills, trying to do something about grocery prices, and are going to do their best to propose not letting rents rise so much. We are doing all of that. But we do have to do it with four people. It is not all free, after all. Politics is also a matter of choice. You just said to a colleague: everything is political; one person might have *this* reason and another might have *that* reason. That applies here too. You know, if you have €100, you have to choose what to spend it on. The four parties think differently about that. That is the case, Mr. Dijk, when you are in a coalition. You haven't experienced that yet, but that is the way it is when you are in a coalition. So it is easy to just say, ""Let's do that tomorrow."" I would like to do that. I did that too when I was sitting in your chair. But now we have made agreements. We have to honor them. I have to fight every single day to make that happen, and I am going to do so. I am going to fight hard. If it is not enough, then we have a problem.",1,268,4.61,82.35,40.47,55.04,12.18,12.31,95.9,80.22,67.91,20.52,10.82,2.61,2.61,2.99,0,2.24,9.7,15.67,4.48,1.87,12.31,17.54,7.46,8.21,1.87,25.75,4.85,5.22,8.21,4.1,2.24,1.87,25.75,1.87,11.19,2.24,1.87,1.49,3.36,0,3.73,0,3.73,2.99,0.75,1.12,1.12,0,0,0,0,0,14.55,5.22,1.12,0.37,0.75,0.37,1.12,10.45,0,0,0,0.37,1.49,1.49,0,0,3.73,0.37,0,1.49,1.87,0,0.75,0.37,0.37,0,0,0,0,0.37,0,2.99,0,0,0.75,0,0,0,0,0,7.09,7.09,1.12,1.49,4.1,0,0,0.75,4.1,2.61,8.58,6.72,0,0,0,0,0,17.91,8.58,5.22,0,0,0.75,3.36,0
"Thank you, Mr. Messenger. Thank you, Mr. Chairman. I think that if we continue like this, our elderly and the less resilient will also end up behind fences. I think that when I myself am old and no longer resilient, I would also like to live protected behind fences. In some parts of the world, unfortunately, that is already the case, with all the riffraff walking around there. Mr. Chairman. I find it very risky to play God. I have said that before. I am a religious person. I am also truly shocked by the SGP every time. That used to be somewhat my party — I think the ChristenUnie handles this better — but these are all beings created by Our Lord, even in the faith of the SGP. Lately, I myself have also been increasingly inclined to believe in the theory of evolution, but what is happening is very risky. And believe me, you will get it back someday. If you treat animals in an undignified manner, you will get that back someday. According to my faith, there is a divine court. I also wish it upon everyone who is bad to animals to be caught by the divine court. Ten years ago, the PVV was the only party not happy with the return ...",1,214,31.56,42.8,96.38,87.92,12.59,14.49,90.65,77.1,62.15,18.22,11.68,7.48,1.4,2.34,0,0,6.54,16.82,7.48,0.47,12.62,8.88,8.41,6.54,0.93,17.29,6.07,4.21,4.67,2.34,0.93,1.4,24.77,3.27,9.35,3.27,0.47,0.93,2.34,0.47,2.8,0,6.07,5.14,0.47,1.4,0.47,0.47,0,0,0,0,10.28,3.74,0.93,2.34,0,0,1.4,7.94,0,0,0,1.4,0,0,0,0,4.67,1.4,0,0.93,0,2.34,0.47,0,0,0,0,0,0,0,0,0,0.47,1.4,0,0,0,0,1.4,0.47,6.54,9.35,0,1.4,7.94,0,0,0,6.07,3.74,4.67,2.8,0,0,0,0,0,16.82,10.28,6.54,0,0,0,0,0
"I believe it is my turn to speak. I have just outlined the approach we have and intend to implement. I have to start somewhere. Look, ideally, I would just like this person to be taken off the street immediately. I would prefer to put him on the first plane back, but I have to adhere to regulations. You might say that it is laxer, but it is not laxer at all. I have certainly tightened things up as well. I would like to explain that to you in more detail. Concrete measures have also been taken in Ter Apel. I found out about something based on a tip from someone. Then I started investigating. What was going on in Ter Apel? There were people reporting during the night or after 10:00 PM. At that time, the registration and identification lane was closed. We were then obliged to admit them. They were not registered; they just walked in. This means that there were people walking around whose identities we had no idea about. The impression was also created that people were using this facility to come and spend the night. That was the standard practice there. I found out about it and called the COA immediately, and within half an hour on the phone, I had a plan: ""We are going to do this differently."" In other words, a pilot is currently running that, as far as I am concerned, should be continued. That pilot entails identification and registration taking place 24 hours a day, 7 days a week, so that we know who is there. It also turned out there was quite a hassle with keys and passes: it appeared that people were sleeping in beds on the premises who didn't belong there at all. They were sitting there with someone else's key and pass. I called and asked the COA if that was correct. ""Yes, that is correct."" I said: ""Is that correct? Why isn't anything being done about it?"" ""Yes, yes…"" I said: ""What do you do then?"" ""We change the keys every now and then."" I said: ""Yeah, hello! That's not how it works. That's not how we operate. I want a pass system so the door opens just like in a hotel."" So, that is what we have started doing now. As soon as possible, we are going to link those passes to biometric features. I just call them ""the illegal sleepers""; yes, I have to give them a name. They don't belong there at all, but they are sleeping there. So that is what I am tackling.",1,434,11.04,41.43,91.84,29.55,10.85,12.9,92.17,81.11,64.75,19.59,10.6,5.07,2.07,0.69,0.23,1.84,8.99,12.67,5.76,1.15,12.44,12.9,9.22,7.37,1.84,24.19,3.92,2.76,3.92,2.53,0.92,0.46,28.8,1.84,12.44,3.46,1.61,1.84,2.76,0.23,3,0,1.38,0.92,0.23,0.69,0.46,0,0,0,0,0,11.06,3.69,0,0.23,0,0,3,7.37,0,0,0,0.23,0.23,0,0,0.23,2.3,0,0.23,1.84,0.23,0,0.46,0,0,0,0,0,0,0,0,1.38,0.23,0.69,0,0,0,0,0,0.23,9.22,10.83,0.23,3.23,7.37,0.46,0,0,5.76,8.06,6.22,3.23,1.15,0,1.15,0,0,20.97,8.53,4.38,0.92,0.23,1.38,5.53,0
"It is not just a plan that goes into effect this coming Monday; it is actually going to happen. The Royal Netherlands Marechaussee (KMar) is well-trained to stop the right vehicles and the right people. In doing so, we are also trying to relieve the regions as much as possible, so that normal commuter traffic at this border experiences minimal disruption. However, the moment suspicious activity arises, vehicles and individuals will certainly be stopped. We are not always present at every border post, but we act selectively and based on intelligence. It depends on the situation. Based on that, we will staff certain posts more frequently and conduct additional checks.",1,110,34.49,61.66,57.01,32.87,15.71,26.36,84.55,66.36,53.64,10.91,3.64,0,3.64,0,0,0,7.27,13.64,6.36,0,10.91,8.18,8.18,10,1.82,15.45,8.18,3.64,6.36,3.64,1.82,0.91,27.27,0.91,15.45,2.73,3.64,0.91,3.64,1.82,4.55,0,2.73,1.82,0.91,0.91,0,0.91,0,0,0,0,7.27,0.91,0,0,0,0,0.91,6.36,0,0,0,0,0,0,0,0,1.82,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,7.27,0,2.73,5.45,0,0,0,4.55,0.91,6.36,4.55,0,0,0,0,0,15.45,6.36,5.45,0,0,0,3.64,0
"Yes, anything could have happened. I could have been wearing a hat, too. I could have done all sorts of things here. I did what I just did. I think that is a very good way to approach this process. We received the letter yesterday. You know, I see points of contact in it. So I try to be constructive. I believe we have the same goal, but I am approaching it our way and you are standing there shouting now. That is fine.",1,84,1.23,33.33,84.92,75.77,8.4,15.48,92.86,79.76,67.86,26.19,16.67,10.71,3.57,2.38,0,0,9.52,10.71,4.76,0,5.95,19.05,8.33,3.57,0,27.38,2.38,1.19,5.95,3.57,2.38,0,29.76,2.38,13.1,3.57,0,4.76,2.38,0,2.38,0,3.57,3.57,0,1.19,1.19,0,0,0,0,0,7.14,1.19,0,0,0,0,1.19,5.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,1.19,0,0,11.9,11.9,0,2.38,7.14,1.19,1.19,0,2.38,8.33,5.95,1.19,1.19,0,1.19,0,0,16.67,11.9,4.76,0,0,0,0,0
"That is the PVV we know, I think. They pull all sorts of tricks out of their bag of tricks and resort to diversionary tactics. Today, we are discussing the budget for the Ministry of the Interior here. We are talking about people. We are talking about municipalities being pushed into the abyss. We are talking about 150,000 children living in poverty. The PVV does not want to reduce this, yet says very proudly: we are stabilizing it, we are leaving things just as they are. The PVV has no solutions. And every time they have no solutions for the problems of the people in the Netherlands, they pull a trick out of their bag of tricks, a diversionary tactic. Because you know very well that you do not decide whether to dismiss a minister or appoint one. I want you to return to the substance: what are you going to do, concretely do, to support municipalities? What are you going to do to help 150,000 children living in poverty? I would like to hear from you about that, and I am questioning you on that.",1,186,52.94,96.79,39.59,70.91,14.31,16.67,91.4,75.27,63.98,17.74,12.9,2.15,3.76,3.76,0,3.23,4.84,13.98,7.53,1.61,17.2,10.75,5.91,3.76,2.15,22.58,0,1.61,8.06,4.3,1.61,2.15,20.97,2.15,10.22,3.76,0.54,2.69,2.15,0,2.15,0,3.23,3.23,0,1.61,1.61,0,0,0,0,0,19.35,6.45,1.08,0,0,0,3.23,12.9,0,0,0,0,1.08,1.08,0,0,1.61,0,0,0,1.61,0,1.08,0,0,0,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,0,6.45,9.14,0,2.69,6.45,0,0.54,0,2.15,0.54,8.06,2.15,0,0,0,0,0,13.98,5.91,5.91,1.08,0,0,1.08,0
"Against Zuyderland and in favor of private equity—that is how Mr. Claassen of the PVV aptly summarized the contribution of their own PVV Minister of Health today, I would say. It indeed appears that private equity has little to fear from this minister, and that the House will once again have to correct this minister to prevent our healthcare from becoming further commercialized. That is why I have three proposals here. The House, having heard the deliberations, noting that directors of healthcare entrepreneurs such as Co-Med and care agency Victorie enriched themselves with public funds through expense fraud, mismanagement, deception, and the spending of enormous profits partly derived from subsidies; noting that 10 billion euros of public money flows away annually to dubious profit distributions, dividend payments, and fraud in healthcare, yet prosecution cannot always be initiated, for example, because the source of the profits cannot be demonstrated; calls upon the government to ensure that every euro can be recovered in cases of fraud and distributed profits if it has been established that healthcare providers did not provide good quality of care, violated billing rules, or withdrew funds from the organization while the financial situation was demonstrably poor, resulting in bankruptcy, and proceeds to the order of the day.",1,210,76.24,29.5,11.24,33.54,52.5,31.43,86.67,61.9,50,8.1,2.38,0.95,0.48,0,0,0.95,5.71,14.29,6.19,1.9,15.24,8.57,4.76,5.71,1.43,13.33,5.24,5.71,5.24,0.48,0,4.76,19.05,0.95,10,0.95,2.86,2.38,2.86,0.48,2.86,0,3.81,2.38,1.43,0.95,0.48,0.48,0.48,0,0,0,8.1,5.71,1.9,0.48,0,1.43,0.48,2.86,0,0,0,0.48,0.48,0.48,0,0,12.86,0,0.95,4.76,9.05,0.95,0.95,0.95,0.48,0,0,0,0,0,0,0.95,0,0,0,0,0,1.9,0.48,0,2.86,5.71,0.48,0.48,3.81,0.48,0.48,0,4.76,2.38,5.24,1.9,0,0,0,0,0,11.43,2.38,7.62,0,0,0,1.43,0
"This is my final interruption, then. You may say that; but then you must do it. Yes, the SP believes that those status holders also have a right to housing. We believe that everyone has a right to a home. We have said and agreed on that here as well: an end to homelessness by 2030. But the very concrete question to the PVV is not whether you want to show up here every time to say ""how unfair that Dutch people don't get priority status."" The question to the PVV is: what are you going to do about it? We already have the proposals ready. Is the PVV going to support them, yes or no? Or are we going to hear the same story here every time: ""oh, how unfair that this group doesn't get priority status""?",1,138,23.51,73.29,49.97,30.05,13.8,11.59,92.03,77.54,63.04,16.67,7.25,0.72,2.9,2.9,0,0.72,9.42,18.12,8.7,0.72,10.87,11.59,7.25,7.25,2.9,21.01,5.07,1.45,3.62,2.9,0,0.72,26.81,4.35,11.59,4.35,1.45,1.45,3.62,0,5.07,0,3.62,2.17,1.45,0,0,0,0,0,0,0,16.67,7.97,0.72,0,0,1.45,4.35,8.7,0,0,0,0,0.72,0,0.72,0,1.45,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0.72,1.45,0.72,0,0,0,0,0,12.32,5.07,0,0,3.62,0.72,0.72,0,5.8,1.45,7.25,5.8,2.17,0,1.45,0.72,0,17.39,5.07,2.9,2.17,0,1.45,5.8,0
"If you start a war, you shouldn't complain when you lose it. On October 7, a year and a half ago, we saw Hamas commit the most brutal, disgusting, sick murder of innocent Jewish people from Gaza. Since then, during that horrific war, we have seen that the Palestinians, and Hamas in particular, have barely kept their agreements. Just a few weeks ago, we even saw Hamas detonate bombs on buses in five Israeli cities during the so-called ceasefire. We saw that they unilaterally initiated a sort of Ramadan ceasefire, as they called it themselves, to try to build up a terrorist force this month, the month of March. We saw that they did not keep a single agreement to resume exchanges or to restore normal life to the people they held hostage. They have failed to honor the agreements regarding the men, women, children, and the elderly held hostage by the terrorist scum of Hamas. They have not honored those agreements. They have detonated bombs in Israeli cities. So, of course, I regret every innocent death, and I regret it when innocent people lose their lives. But I do say that I understand very well why Israel is continuing this war, that it does not accept that the Hamas scum, who have held their people hostage, who have caused people to die, and who have ensured that there are still — how many are there? — 40 or 50 people in captivity under the leadership of Hamas… I understand very well that it does not accept that this is being bargained over. And I tell you that this war will not be over until Hamas is completely eradicated. That is what must happen. They are terrorists. It is impossible to do business with them. Action must be taken against them. Of course, this is preferably done with as few civilian casualties as possible, but I support the action against Hamas one hundred percent.",1,322,31.33,79.51,33.93,1,16.95,17.7,92.24,72.67,58.39,18.01,10.25,2.17,1.55,1.24,0,4.35,7.76,15.22,5.9,2.17,11.8,9.01,5.59,6.21,1.86,17.39,5.59,4.97,9.01,1.55,1.86,5.59,23.6,0.31,12.11,1.24,1.86,2.48,2.17,2.17,4.35,0,10.56,2.48,8.07,1.55,0,1.55,0.31,0,0.62,0,18.94,6.21,0.31,0.31,2.17,2.17,1.24,12.73,0,0,0.31,0.31,2.17,0.93,1.24,0,1.55,0,0,0.62,0.62,0.62,1.86,0.31,0.31,0,0,0,0,0,1.24,0.31,0,0.93,0,0,0,0,0.62,0,5.9,6.52,0.31,0.62,4.04,1.55,0,0,5.9,5.59,3.73,0.31,0,0,0,0,0,14.91,6.21,7.76,0.31,0,0.31,0.31,0
"I lead a cabinet of four parties, and I do not lead a PVV cabinet. That is a misrepresentation of the facts. There are four parties in this cabinet. I am the non-partisan Prime Minister of this cabinet, and I implement policies that are supported by those four parties, and therefore not by just one.",1,55,39.7,1,37.49,98.85,13.75,25.45,81.82,67.27,67.27,16.36,7.27,7.27,0,0,0,0,9.09,25.45,9.09,7.27,10.91,9.09,5.45,5.45,3.64,9.09,0,7.27,9.09,5.45,3.64,3.64,16.36,0,9.09,1.82,3.64,0,0,0,3.64,0,7.27,7.27,0,0,0,0,0,0,0,0,7.27,7.27,1.82,0,0,0,0,0,0,0,0,0,3.64,3.64,0,0,5.45,5.45,0,0,0,0,1.82,1.82,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,3.64,0,0,0,0,0,7.27,0,0,0,0,0,0,14.55,7.27,5.45,0,0,0,1.82,0
