text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Chair. I already said it during the committee debate: this cabinet is more likely to build a hundred castles in the air than a single nuclear power plant. But just imagine that they were to proceed with the construction of a single nuclear power plant after all, in Zeeland; then I have brought the following motion, which is not exactly concise. This is co-signed by colleagues Flach and Bontenbal of the Confessional bloc. The House, having heard the deliberations, considering that the Central Government designated a preferred location in the municipality of Borsele in December 2022 for the possible construction of two nuclear power plants and that the Central Government announced in February 2024 that it would adopt a provisional Central Government-Regional Package simultaneously with the provisional location decision; noting that the first advisory letter from the Central Government-Regional Package Zeeland Area Coordinator of December 2024 indicates that there are significant bottlenecks, such as tensions with other spatial initiatives, a lack of coherence and coordination between various projects, uncertainty regarding location and construction impact, and insufficient alignment with relevant stakeholders; whereas an integrated approach is essential to address the aforementioned bottlenecks and to realize a broad-supported National-Regional Package; requests the Government: to draw up a regional vision, in order to promote continued support for and confidence in new nuclear power plants in Zeeland, in which spatial initiatives, including the construction of nuclear power plants, are coordinated in an integrated manner; to establish a steering group with the relevant authorities to expeditiously draw up a broad-supported National-Regional Package together with the region and regional liaison Knops, so that this can be adopted simultaneously with the provisional location decision, and proceeds to the order of the day.",1,285,98,23.36,76.52,29.71,57,40,83.16,57.19,47.37,5.96,1.05,0.7,0,0,0,0.35,4.91,18.6,11.93,2.81,16.14,4.21,1.4,5.61,0.35,7.02,8.42,3.16,9.47,1.05,1.4,6.67,17.54,0.35,10.18,3.51,0.35,1.4,1.75,0,3.51,0,1.4,1.05,0.35,0.35,0.35,0,0,0,0,0,5.96,4.56,1.05,0.7,0,0,1.4,1.4,0,0,0,0,4.21,2.46,0,1.75,3.86,0,0.35,3.51,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.7,0,0,0,0.35,0,0.7,12.63,0.7,1.05,9.82,0.35,0.35,0.35,4.91,1.75,2.81,0,0,0,0,0,0,11.58,1.75,4.91,0,0,0,4.91,0
"I believe I just did that as well. Certainly regarding that periodic evaluation of the minimum wage level, we have now discussed the reference values that I have enshrined in the draft ministerial regulation. However, you will also have to look at other aspects, such as competitive position and employer costs. That should also result in a comprehensive assessment of the minimum wage level. I think that brings me to the end of my first term.",1,76,36.67,19.89,93.14,39.38,15.2,25,93.42,75,59.21,17.11,10.53,7.89,1.32,1.32,0,0,6.58,19.74,7.89,1.32,13.16,7.89,9.21,7.89,0,14.47,7.89,7.89,5.26,1.32,1.32,3.95,19.74,0,10.53,3.95,1.32,1.32,0,1.32,2.63,0,1.32,1.32,0,0,0,0,0,0,0,0,9.21,5.26,0,1.32,0,0,1.32,3.95,0,0,0,0,0,0,0,0,6.58,0,0,2.63,3.95,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,5.26,9.21,1.32,1.32,6.58,1.32,0,0,5.26,2.63,2.63,3.95,0,0,0,0,0,10.53,6.58,3.95,0,0,0,0,0
"If the motion remains as it stands, I hereby advise against it. The motion regarding document no. 2201, concerning ""not cutting public services for investments in Defence"": advised against. This is not in line with the framework agreements, particularly regarding no tax increases. This is to avoid preempting discussions we are still having regarding funding for Defence and Ukraine. The motion regarding document no. 2202 concerns a long-term financial strategy for defence expenditures. This relates to the agreement with the VVD motion. If I may interpret the motion as such, the answer is also the same. In the run-up to the NATO summit, we will first examine what else is needed for Defence. We will inform your House prior to the NATO summit. In that case, this motion receives the House's judgment.",1,132,83.36,14.68,75.77,,11,28.03,84.09,59.85,53.03,10.61,4.55,1.52,2.27,0.76,0,0,6.06,18.94,10.61,2.27,14.39,6.82,3.03,4.55,3.79,9.09,4.55,2.27,3.03,2.27,0.76,0,19.7,2.27,11.36,3.79,0,0.76,2.27,0,6.06,0,0,0,0,0,0,0,0,0,0,0,10.61,7.58,1.52,3.03,0,0,4.55,3.03,0,0,0,0,1.52,1.52,0,0,5.3,0,0.76,1.52,3.79,0,0,0,0,0,0,0,0,0,0,0.76,0,0.76,0,0,0,0,0.76,0.76,3.03,10.61,0.76,4.55,5.3,0,0,0,1.52,2.27,3.79,2.27,0,0,0,0,0,18.18,9.09,4.55,0,0,0.76,3.79,0
"Thank you, Chair. Thanks also to the State Secretary for the answers and to my colleagues for the debate. I believe that together we are taking steps in the right direction regarding a very important subject, namely work for everyone. However, the House of Representatives is not yet always equally accessible to everyone regarding inclusivity and accessibility in the workplace. For example, I cannot read out my motion myself due to my visual impairment. We have resolved this very pragmatically: I would like to submit a motion via the Chair. The House, having heard the deliberations, noting that employers encounter unnecessary regulations and bureaucracy when hiring people with a distance to the labour market; noting that work and/or transport provisions are only granted once an employment contract has been concluded; considering that a work provision can be of essential importance as an aid in the search for work; considering that for certain disabilities, a transport provision or mobility training is necessary to be able to apply for a job or start an internship; considering that people with a disability affecting their ability to work must be able to easily access the right aids, even without an employment contract; whereas the threshold for a company to hire someone with a distance to the labour market is lowered when a potential employee is already in possession of a (conditional) allocation of his or her necessary aids; requests the Government to review the allocation of work and/or transport facilities so that potential employees with a distance to the labour market can find a job sooner, and to inform the House about this in the third quarter of 2025, and proceeds to the order of the day.",1,285,90.9,36.03,35.95,46.76,40.71,27.72,88.77,63.51,53.68,8.77,4.56,2.46,0.7,0.35,0.7,0.35,4.21,19.3,13.33,1.05,15.44,5.96,5.61,6.67,0.7,11.93,3.51,1.75,7.37,1.4,3.16,2.81,17.89,1.05,11.23,3.51,0.35,2.81,3.16,0.7,3.86,0,1.75,1.75,0,0.7,0.7,0,0,0,0,0,9.12,3.51,1.05,1.75,0,0,1.75,5.26,0,0,0.35,0.35,1.75,1.75,0,0,11.58,0,0.7,9.82,1.05,0,0.7,0.7,0,0,0,0,0.7,0,0,1.05,0,0.35,0,0,0,0,0,0.7,5.26,7.37,0.7,1.4,4.56,0.35,0.35,0,3.86,2.11,3.51,1.05,0,0,0,0,0,9.82,2.46,3.51,0,0,0,3.86,0
"You know, what I am really concerned about is that we are now trying to drive huge... not marker stakes here, because that fits in with the norming that the Volt party leader also often speaks about. I am concerned that we are pushing the debate in completely the wrong direction. If I say that it is important for institutions to treat each other respectfully, then I believe I am being clear. If I have said that I support the mayor, and have also spoken about institutions in doing so, I believe I am being clear as well.",1,98,3.32,12.03,91,82.06,19.6,14.29,93.88,84.69,68.37,20.41,12.24,9.18,2.04,1.02,0,0,8.16,13.27,5.1,0,11.22,13.27,13.27,9.18,1.02,22.45,8.16,1.02,6.12,3.06,1.02,2.04,25.51,0,14.29,3.06,1.02,1.02,3.06,2.04,4.08,0,8.16,5.1,1.02,2.04,0,0,0,0,0,0,14.29,9.18,2.04,1.02,0,1.02,4.08,5.1,0,0,0,0,1.02,1.02,0,0,4.08,1.02,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,7.14,0,2.04,5.1,0,0,0,3.06,1.02,10.2,0,0,0,0,0,0,12.24,7.14,5.1,0,0,0,0,0
"This cabinet relies on the strength of diplomacy and knows it is supported in this by many, many countries that are continuously increasing joint pressure on Israel to ultimately reach a ceasefire, to ensure that humanitarian aid can take place, to ensure that we can once again embark on the path to a sustainable solution together regarding Gaza, and when it comes to strengthening Lebanon and dismantling Hezbollah.",1,68,75.75,57.59,46.57,95.42,68,27.94,80.88,61.76,52.94,11.76,1.47,0,1.47,0,0,0,10.29,17.65,5.88,1.47,16.18,5.88,5.88,5.88,0,13.24,2.94,5.88,8.82,2.94,1.47,4.41,14.71,0,5.88,2.94,0,2.94,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,7.35,5.88,4.41,1.47,0,1.47,0,1.47,0,0,0,0,1.47,1.47,0,0,1.47,0,0,1.47,0,0,1.47,1.47,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,2.94,10.29,2.94,2.94,7.35,0,0,0,7.35,0,8.82,0,0,0,0,0,0,7.35,1.47,5.88,0,0,0,0,0
"Yes, finally. A committee debate on poverty and debt was scheduled. As far as I understand, that has been replaced because we are going to discuss the Participation Act in plenary session. In the meantime, a very worrying report has been released stating that financial concerns among young people—though this applies to broader target groups—are increasing. I consider it important, especially now, to hold a debate with the House regarding what financial concerns and debt entail. I am also requesting this because the committee debate we were supposed to hold together is no longer on the agenda.",1,99,45.12,52.11,29.49,20.23,16.5,31.31,90.91,67.68,52.53,11.11,5.05,3.03,2.02,0,0,0,6.06,13.13,8.08,0,11.11,11.11,6.06,8.08,1.01,18.18,7.07,2.02,7.07,3.03,0,2.02,26.26,2.02,9.09,2.02,2.02,2.02,0,0,1.01,0,2.02,1.01,1.01,1.01,0,1.01,1.01,0,0,0,12.12,7.07,0,2.02,0,0,5.05,5.05,0,0,0,0,0,0,0,0,11.11,0,1.01,5.05,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,6.06,6.06,0,0,6.06,0,0,0,5.05,4.04,7.07,4.04,1.01,0,1.01,0,0,11.11,6.06,5.05,0,0,0,0,0
"Chair. There is undoubtedly a learning curve. New policy may also be introduced, so that makes things easier as well. The motion regarding document no. 999 concerns access to restorative justice provisions. In my view, restorative justice, including mediation and restorative mediation, is currently insufficiently utilized. I am working on various initiatives to improve this. The Minister of Justice is primarily responsible for prosecution policy. In that context, I will discuss this point with him. We will return to this in the restorative justice progress letter, which is expected to be sent in the first quarter of 2025. On that basis, I arrive at the assessment of ""deferring"".",1,108,68.55,20.91,59.49,97.38,9.82,33.33,86.11,61.11,52.78,12.96,5.56,3.7,0.93,0,0.93,0,7.41,13.89,5.56,2.78,16.67,9.26,5.56,3.7,0.93,12.96,4.63,2.78,10.19,0.93,3.7,5.56,22.22,0.93,12.04,2.78,3.7,0,0.93,0.93,1.85,0,8.33,7.41,0.93,0,0,0,0,0,0,0,10.19,8.33,1.85,0.93,0,3.7,0.93,1.85,0,0,0,0.93,3.7,3.7,0,0,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0.93,0,0,0,0,0,0.93,9.26,0,2.78,6.48,0.93,0,0,2.78,0.93,6.48,3.7,0,0,0,0,0,18.52,10.19,6.48,0,0,0,1.85,0
"One more remark, precisely in that light. I am pleased that the State Secretary is providing this addition, because our abortion legislation is a balance between, on the one hand, the freedom a woman is given and, on the other, unborn life, which cannot speak for itself. We all know that for everyone, regardless of their perspective, abortion is an incredibly profound decision and that one faces an enormous dilemma when one is unintentionally pregnant. That is precisely why I would like to ask the State Secretary not to think solely within the framework of the right to self-determination, but also from the perspective of: what does this era need, what do those young teenage mothers who suddenly discover they are pregnant need, and what do people who repeatedly experience this situation need? How can we ensure that we reduce these kinds of situations instead of immediately speaking in frames where one side is solely in favor of the right to self-determination and the other solely in favor of unborn life? The State Secretary speaks of the debate, but this is such a vulnerable, sensitive issue that I wish to engage in a dialogue as much as possible about how we can at least take small steps forward in this regard. I would like to encourage the State Secretary in this, also in his preparation for the debate on November 13. This is a theme I always speak about with hesitation, I notice. For I know that I am talking about the pain of others who cannot speak here. Therefore, I want to urgently request the State Secretary not to too easily disregard that objective of the previous cabinet, of which Prime Minister Schoof also said: precisely because we know the background to it, we will once again look at how it should be followed up. He did not make a firm commitment in this regard. I do not want to put words in the State Secretary's mouth. Sometimes I do that with a political maneuver on other fronts, but not here. On this point, I really want to ask him to handle this very carefully, because it is a very delicate issue.",1,363,53.44,26.6,34.86,49.75,25.93,20.11,90.36,73.55,61.98,16.53,7.44,3.31,1.93,0,0.83,0.55,9.09,18.46,7.99,1.65,15.15,7.71,7.99,4.41,1.93,15.43,5.23,3.31,3.58,2.48,0.28,1.1,27,1.38,16.8,3.58,2.2,4.41,0.83,1.38,5.23,0,3.58,2.75,0.83,1.65,1.38,0.28,0,0,0,0,12.4,5.79,0.83,0.83,0,0,3.58,6.06,0.83,0,0.55,0.83,1.1,1.1,0,0,1.65,0,0,1.65,0,0,2.2,1.38,0.28,0,0,0,1.1,0,0,1.1,1.1,0.28,0,0,0,0,0.55,0.28,4.68,7.44,1.1,0.55,4.96,0.55,0,0.55,3.58,1.38,5.23,0.83,0,0,0,0,0,11.29,3.31,6.06,0.55,0,0.28,1.1,0
"It is always good to have certain knowledge and facts so that you can intervene as targeted as possible. If the NCTV states year after year that antisemitism exists in all layers of society but is more dominant among the far right, the far left, and radicalized Muslims in the Netherlands, then you have to do something with those facts. Then you have to consider how we can intervene in a targeted manner to combat antisemitism there as effectively as possible. I am not opposed to that at all. But what I do have a problem with is that over the past few days we have once again created an atmosphere as if there is one big integration problem in the Netherlands, because that is how hundreds of thousands of Dutch people perceive the tone and the statements they have heard from political leaders in recent days. If you are a third- or fourth-generation Dutch person, you don't want to be addressed about that anymore. Then you want there to be people here in The Hague who will stand by you as a Dutch person with a migrant background and say: I am not judging you based on, or accusing you of, the criminal behavior of the scum that wreaked havoc in Amsterdam. We, as the majority, therefore also have the responsibility to ensure that this large minority group of Dutch people with a migration background is included, so that they can live together with us. So yes, you can intervene in a targeted manner from time to time, but that requires very careful language and tone from the politicians here in The Hague.",1,274,53.73,83.09,53.58,12.58,30.44,20.8,88.69,73.36,63.14,12.77,7.3,1.09,1.46,3.65,0,0.73,5.47,16.42,8.39,2.19,16.79,9.49,6.57,10.58,1.09,13.14,5.47,6.2,5.47,1.82,0.73,2.92,21.53,1.46,11.31,2.19,1.82,2.19,2.92,0,4.01,0,2.19,0.73,1.46,0.36,0.36,0,0,0,0,0,11.68,2.55,0,0,0.73,1.46,0.36,9.12,0,0,0,0,4.01,1.09,2.92,0,1.09,0,0,0.73,0,0.36,0.36,0,0,0,0,0,0,0,0,1.82,0.73,0,0,0,0,0,0.36,0.36,6.93,8.76,0.36,0,7.66,0,0.36,0,5.84,1.46,5.11,1.82,0.36,0,0.36,0,0,9.12,3.28,4.38,0,0,0.36,1.09,0
"Agreed. That is why I refer once again to our comprehensive package of reforms. If the Cabinet is of the opinion that simplification means leaving the child budget untouched or perhaps requires adjustment in light of the broader system change, then that conclusion must be reached. My motion concerns the fact that the answer contains at least the beginning of a direction, particularly regarding the healthcare allowance. I just indicated in my speech that I see a trend that I believe is highly undesirable, namely that the healthcare allowance is being made more important during a period when, in my view, we as the House are saying that it should be made less important. Therefore, I would like an answer from the Cabinet members regarding how they intend to do this in light of the overall system change. This does not have to be done all at once, but we as a party consider a long-term vision, a direction, and the third term to be very important.",1,167,63.6,27.03,85.51,76.05,23.86,22.75,91.02,68.86,59.28,13.77,7.19,4.79,1.8,0,0,0.6,6.59,24.55,11.98,1.8,11.38,8.98,7.19,4.79,0.6,14.37,6.59,4.19,4.19,2.99,0,1.2,25.75,0.6,16.77,5.39,4.19,2.99,1.8,1.2,2.4,0,3.59,3.59,0,1.2,1.2,0,0,0,0,0,8.38,4.79,0,1.2,0,0,2.4,3.59,0,0,0,0,0.6,0.6,0,0,3.59,0.6,0.6,0.6,1.8,0,0,0,0,0,0,0,0,0,0,0.6,0,0,1.8,0,0,0,0,0,3.59,10.18,0.6,1.8,5.39,2.99,0,0,7.19,2.4,5.39,0,0,0,0,0,0,10.18,4.19,5.39,0,0,0,0.6,0
"I fear I am repeating myself, but as far as I am concerned, that is to truly underscore the clarity on this point every single time. Everyone in this cabinet is convinced that racism, discrimination, and replacement theories have no place whatsoever in this cabinet's policy. If people have said different things at other times, that is not up to me as Prime Minister, with a team that started yesterday. I consider it essential to ensure that we can be held accountable for cabinet policy, for what we do as a cabinet. Hold us accountable every day for what we do.",1,101,24.31,29.11,84.71,10.43,20.2,21.78,90.1,76.24,63.37,23.76,9.9,5.94,3.96,0,0,0,13.86,15.84,2.97,0.99,15.84,10.89,0.99,6.93,1.98,16.83,7.92,3.96,6.93,4.95,0,1.98,28.71,3.96,11.88,2.97,0,0.99,0.99,1.98,4.95,0,1.98,0,0.99,1.98,0,0.99,0.99,0,0,0,11.88,3.96,0.99,0,0.99,0,0.99,6.93,0,0,0,0,2.97,1.98,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,8.91,5.94,0.99,0,4.95,0,0,0,5.94,3.96,5.94,0,0,0,0,0,0,12.87,4.95,6.93,0,0,0.99,0,0
"We have sufficient vision, and we are speaking with other European colleagues about how to deal with a Trump administration. I am really looking forward to engaging in megaphone diplomacy regarding the Trump administration here. I could go around saying ""this or that is a disgrace"" every day, but I focus primarily on what is effective. It is effective to be in dialogue with European partners now, as the Minister for Foreign Trade is currently doing in Warsaw, and to consider how to prepare further should trade measures be introduced. This applies to other policy areas as well. It is effective to coordinate within the EU and consider how to respond when the need arises in that regard, rather than immediately laying all cards on the table in public.",1,129,64.59,27.38,78.57,56.53,21.5,25.58,90.7,74.42,59.69,9.3,3.88,2.33,1.55,0,0,0,5.43,11.63,5.43,0,19.38,10.08,10.08,6.98,0,17.05,8.53,2.33,8.53,3.1,2.33,3.1,25.58,1.55,13.95,3.88,3.1,2.33,0.78,0.78,3.88,0,3.88,3.1,0.78,0,0,0,0,0,0,0,10.08,7.75,1.55,1.55,0,0.78,3.88,2.33,0,0,0,0,3.1,0.78,1.55,0.78,5.43,0,0,5.43,1.55,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0.78,0,0,0,0,4.65,11.63,0.78,1.55,9.3,1.55,0,0,3.88,0,6.98,0.78,0,0,0,0,0,10.08,4.65,3.88,0,0,0,1.55,0
"Mr. Chairman. In just a few weeks, this is already the third debate in which we discuss the Russian war of aggression in Ukraine, all the geopolitical developments influencing it, and the question of what the Dutch position and commitment should be. Once again, it is an important debate in view of the European Council later this week. It is entirely logical that not everyone in this House held a unanimous opinion regarding all the events of the past few weeks and the proposals currently on the table in Brussels. Today, too, we hear differences in tone and assessment. Today, too, the necessary critical questions have been asked and comments made, to which I will try my best to do justice in my first term. We will continue to have that conversation. And we must, for this is a time of major decisions, and these can only be discussed and ratified in one place: here, in the heart of our democratic system. Given the nature of the matter, the debate then very quickly turns to where opinions differ; there are no debates without discussion. Nevertheless, at the start of my first term, I would like to emphasize once again how important it is that we keep the bigger picture in mind, looking beyond differences of view. For as I hear it again today, the House and the Cabinet grosso modo remain in agreement on a few fundamental matters: that Ukraine deserves our continued support, that this is also in the interest of our own national security, and that Europe will have to do more in the military field to strengthen its own defense. For me and the Cabinet, these are the cornerstones of the field. Within that framework, I will once again articulate the Dutch position later this week in Brussels, including the legitimate financial concerns raised today and last week by a number of parliamentary groups. Mr. Speaker. My response is structured along the following lines: a block on Ukraine, a block on European defense, a block on the Middle East, and then a block on other important topics. It has just become known that President Trump and Putin spoke to each other by telephone. Given that two major players are speaking here, this is by definition an important event. It could be a first important step. The next step must be a complete ceasefire. And then on the way to the peace plan. It is also important to note that Ukraine and Europe were not included in this. That is a factual observation. Incidentally, I consider it important to first know exactly what has been proposed. However, that does not alter the fact that our support for Ukraine continues unabated. One of the questions asked, I believe by Ms. Yeşilgöz, was the following: The US spoke with Ukraine and Russia. When will Europe finally come to the table? For this Cabinet, it is essential that Ukraine, but also the European partners, sit at the table during the negotiations. After all, this is also about our security. We make this clear in all discussions with international partners. The Netherlands is at the table, digitally again last weekend with a number of important European countries, and incidentally again this week. The US Secretary of State, Rubio, also indicated this week that the EU must be involved in the peace talks. But raising this point is not enough. European allies, including the Netherlands, must also bring something to the table. That is precisely what we are doing, by participating in military planning and by continuing our support for Ukraine—morally, politically, financially, and militarily—unwavering. Mr. Van Baarle asked: can the Minister elaborate on the new commitments within the coalition of the willing? Can the Minister guarantee that the Netherlands will not preempt military participation in Ukraine? The outlines of a peace agreement remain largely unclear. We are working hard to fill in these parts of the picture as much as possible. In that context, it is important that the Netherlands sits at the table with planners within that so-called coalition of the willing to map out and develop options. It is beneficial for our information position and good to have a say in steering this process. This is consistent with our committed role. We are doing this out of the urgency to play a leading role from within Europe to ensure our security. Moreover, this is also the kind of responsibility that the United States expects of us. Planning does not automatically mean that a decision has been made regarding a contribution. We have a mandate to participate in discussions with the coalition of the willing regarding the outlines of the security guarantee. And yes, a number of countries, as Prime Minister Starmer said, have already indicated within the framework of the coalition of the willing that they will contribute militarily. However, a military contribution requires a political decision. Parliament will be fully involved in this. The Cabinet attaches importance to providing your House with careful information. Agreements have been made regarding this as well. This means that, with regard to the Netherlands, no concrete commitments were made last Saturday without your consent, and no concrete commitments will be made in the coming days either.",1,875,78.46,53.71,47.88,61.58,17.16,27.09,88.57,69.26,56.8,11.66,3.89,1.26,2.29,0.23,0,0.11,7.77,21.14,10.74,1.26,14.74,8.23,5.37,5.37,1.03,13.37,7.66,4,7.09,3.2,1.03,3.09,23.09,1.03,10.17,2.74,1.14,1.71,0.91,1.26,2.63,0,3.31,2.97,0.34,0.46,0.34,0.11,0,0.11,0,0,10.17,6.4,1.49,1.03,0.23,0.34,2.74,4.69,0,0,0.11,0.34,4.46,3.43,0.91,0.11,1.71,0.23,0.34,0.91,0.23,0,0.11,0,0,0,0,0,0,0,0,1.03,0,0,0.23,0.34,0,0.11,0.57,0,3.43,8.23,0.46,0.8,6.29,0.69,0.23,0.11,5.83,3.09,5.03,1.94,0.11,0,0.11,0,0,13.14,5.94,6.06,0.34,0,0,0.8,0
"I was still working on the motion regarding document no. 662. I said that, with all due respect to Member Eerdmans, I found the motion somewhat vague. It refers to the transfer of direct investment power to the European Commission. This is not at all on the agenda. The powers are defined in the treaties. I have already indicated in the debate that there are no intentions to amend the treaties. I point out that we already have instruments such as the European Defence Fund and that the Cabinet is looking into whether money can be used more intelligently, for example through joint procurement of defence equipment. For this, I envision an intergovernmental route rather than a Community one via the Commission. One could say that the motion is superfluous. But when I look at the texts, I also find it somewhat suggestive. Therefore, I would advise against it. Again, it is not on the agenda, but based on what I see here, it is advised against with this explanation.",1,170,65.86,3.27,67.28,37.12,13.08,24.12,90,72.35,62.94,14.71,6.47,5.88,0.59,0,0,0,8.24,19.41,10,1.76,15.29,8.24,6.47,4.71,2.35,15.29,2.35,2.94,4.12,1.76,0.59,1.76,25.29,2.35,14.71,2.94,1.76,1.76,1.76,0,4.71,0,1.18,1.18,0,0,0,0,0,0,0,0,8.82,7.06,1.76,0.59,0,0,5.29,1.76,0,0,0,0,2.35,1.18,1.18,0,2.94,0,0,1.76,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,5.88,10,2.35,1.76,4.12,1.76,0,0,2.94,4.12,5.29,0,0,0,0,0,0,12.94,7.65,5.29,0,0,0,0,0
"In my assessment, I try to do justice to all the remarks made here. But if I am asked to anticipate 'if-then' scenarios in the spring, I say that I am not going to do that. I have said that if we start drawing plans from this now, we will have a funding issue again. That broadens the problem. In the search for a solution, we are trying to reach a consensus here. I think these remarks exacerbate the problem once again. So let me take a moment to give a proper assessment of the motion. Then we can see if we can reach a mutual understanding. Just so you can make your agenda item, Chair. I think the outstanding questions can be dealt with fairly quickly. I still have a few VAT questions, but we have discussed most of them. I also have a small block of miscellaneous items. I think that can be done fairly quickly, also bearing in mind that we have enjoyed the main point of the meal.",1,172,26.1,40.06,79.57,56.53,13.23,14.53,90.12,76.16,63.95,17.44,12.79,6.98,4.07,1.16,0,0.58,4.65,18.02,9.88,0.58,9.88,11.63,9.3,5.81,0.58,21.51,4.07,2.91,7.56,4.07,2.91,0.58,27.33,0.58,16.28,4.65,1.16,4.07,4.07,0,3.49,0,2.33,2.33,0,0.58,0.58,0,0,0,0,0,11.05,5.23,0,0,0,0.58,4.07,5.81,0,0,0,0,0.58,0.58,0,0,1.16,0,0,0.58,0.58,0,0.58,0,0,0,0,0,0,0.58,0,0,0,0.58,0,0,0,0,0,1.16,8.72,6.98,1.16,1.74,4.65,0.58,0,0,5.23,4.07,5.81,2.91,0,0,0,0,0,13.37,7.56,4.07,0,0,1.16,0.58,0
"Naturally, we are seeking support from a number of European countries regarding our migration policy. We are working in various ways, for example with Denmark and Italy, to see how we can take further steps in this regard and also change policy in Europe together. We will do the same with regard to the opt-out. But at the same time, I also say to Mr. Wilders—and he will undoubtedly agree with me—that the Cabinet's priority at this moment lies with the measures we must take today. We are seeking that balance together, also knowing, as Mr. Wilders said, that a treaty amendment is necessary and that this cannot be arranged in an afternoon.",1,115,55.35,82.31,22.26,32.27,23,23.48,85.22,68.7,53.91,14.78,8.7,1.74,6.09,0,0.87,0,6.09,13.91,6.96,0,14.78,8.7,4.35,7.83,0.87,16.52,5.22,1.74,8.7,7.83,0.87,0,19.13,0,10.43,1.74,1.74,2.61,0,0.87,4.35,0,0.87,0.87,0,0,0,0,0,0,0,0,15.65,8.7,0.87,4.35,0,0,1.74,8.7,0,0,0,2.61,1.74,0.87,0.87,0,0.87,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,1.74,0,1.74,0,0,0,0,0,0,5.22,7.83,1.74,0.87,4.35,0.87,0,0,4.35,0.87,6.09,2.61,0.87,0,0.87,0,0,13.91,6.09,6.09,0,0,0.87,0.87,0
"Chair. Developments in Syria are escalating rapidly. This has consequences, partly due to the involvement of Turkey and Iran, and possibly Israel and Iraq. I believe this calls for a political debate, in part to determine our position as the House. Therefore, I would like to hold a plenary debate on this matter soon.",1,54,71.02,29.78,65.87,77.5,10.8,22.22,79.63,64.81,55.56,11.11,5.56,3.7,1.85,0,0,0,5.56,14.81,7.41,0,16.67,5.56,9.26,7.41,0,11.11,1.85,3.7,3.7,1.85,0,1.85,25.93,0,18.52,5.56,1.85,3.7,3.7,0,1.85,0,3.7,3.7,0,3.7,3.7,0,0,0,0,0,5.56,3.7,0,0,0,0,3.7,1.85,0,0,0,0,1.85,1.85,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,1.85,7.41,0,1.85,5.56,0,0,0,5.56,0,3.7,1.85,0,0,0,0,0,16.67,9.26,7.41,0,0,0,0,0
I would like to keep the option open for a two-minute debate prior to the NATO ministerial and OSCE meetings.,1,20,99,3.95,7.03,99,20,15,90,55,45,5,5,5,0,0,0,0,0,15,15,0,15,5,0,5,0,15,5,0,5,0,0,5,20,0,15,0,0,10,5,0,5,0,15,15,0,10,10,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,5,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0
