Text,Party,Speaker,Label
"Laten we, als we zover zijn, kijken of we elkaar kunnen vinden. Alle kleine bedragen tellen ook weer snel op naar een groot bedrag. Het zal passen en meten zijn, maar de uitgereikte hand die ik gisteren heb laten zien, is er. ",Schoof,Minister Schoof,15
"Ik heb vorige week een hele korte informele ronde gemaakt langs alle fractievoorzitters die mij wilden ontvangen, naast het overleg dat ik met de vier fractievoorzitters heb gehad die dit kabinet steunen. Daar heb ik al een aantal dingen opgesnoven. Of ik samen met de minister van Financiën de ronde maak? Daar zal ik met hem over spreken. Daar doe ik op dit moment nog geen toezegging voor. ",Schoof,Minister Schoof,15
"Ik zeg mevrouw Bikker graag toe dat ik daar mijn uiterste best voor zal doen. Voorzitter, ik ben zo vrij het u makkelijk te maken, want de punten die ik nog heb, kunnen heel goed bij mijn laatste onderwerpen. ",Schoof,Minister Schoof,15
"Dank, voorzitter. Ik kom bij het blokje financiën en begroting. De heren Bontenbal en Omtzigt vroegen of het kabinet inzichtelijk kan maken met welke financiële cijfers, inclusief verwachtingen, wij zijn begonnen. Het kabinet is van start gegaan op basis van de financiële tabel uit het hoofdlijnenakkoord, samen met de doorrekeningen van het Centraal Planbureau. Dat weet u. Het hoofdlijnenakkoord is op verzoek van uw Kamer doorgerekend door het CPB. Ook die informatie heeft u ontvangen. Er is geen nieuwe tabel met financiële kaders in de ministerraad besproken. Vanochtend bent u door de minister van Financiën per brief geïnformeerd over de budgettaire ontwikkelingen. Vanwege de samenhang en samenloop met de augustusbesluitvorming zal er geen startnota met inhoudelijke uitwerking volgen. De minister van Financiën brengt in voorbereiding op de augustusbesluitvorming in kaart wat het actuele budgettaire beeld is. Dit beeld bevat zoals gebruikelijk de actuele inzichten over mee- en tegenvallers op de begroting. Samen met de nieuwe cijfers van het CPB in augustus is dit voor het kabinet het startpunt voor de financiële besluitvorming en voor de inhoudelijke invulling en uitwerking van maatregelen uit het hoofdlijnenakkoord. Een aantal van u heeft mij gevraagd of er in augustus een rondje langs de fractievoorzitters zal plaatsvinden. Daar heb ik al iets over gezegd, maar misschien is het goed als ik er nog een paar woorden aan wijd. Ik heb in mijn regeringsverklaring de hand uitgestoken. Dat betekent concreet dat er ook ruimte is voor contact in augustus. Ik kan hier in ieder geval al melden dat de minister van Financiën heeft aangeboden, zo liet hij mij met een kleine kwinkslag weten, om bij alle financiële woordvoerders langs te gaan om bezuinigingsideeën op te halen. Dat zeg ik dus bij dezen namens hem. Maar het kan ook anders. Vanzelfsprekend zijn de fractievoorzitters daarbij uitgenodigd. De heer Timmermans vroeg naar een inschatting van de budgettaire tegenvallers en hoe die gedekt worden. Hij vroeg het kabinet of bezuinigingen op zorg, onderwijs en sociale zaken en werkgelegenheid zullen worden voorkomen, en of er een bijdrage wordt gevraagd van vermogenden en winstgevende bedrijven. Ook vroeg hij: als er moet worden bezuinigd, worden dan alle bezuinigingen pondspondsgewijs verlaagd? In augustus moeten sommige maatregelen uit het hoofdlijnenakkoord nog uitgewerkt worden. Andere maatregelen moeten verwerkt worden in de begrotingen. Daarnaast kijken we naar de koopkrachtcijfers en moet er dekking gevonden worden voor een aantal tegenvallers, zoals de heer Timmermans heeft gevraagd. De brief van de minister heeft daar ook al enig inzicht in gegeven; althans, in die tegenvallers. Indien er een budgettaire noodzaak ontstaat, zullen wij als kabinet kijken wat op dat moment de meest gepaste maatregelen zijn, zowel qua uitgaven als qua belastingen. Voor dit voorstel moet er draagvlak zijn. Om die reden acht ik incidenteel contact met de opstellers van het hoofdlijnenakkoord noodzakelijk. Het kabinet zal het hele pakket in augustus integraal wegen en het op Prinsjesdag presenteren aan de Kamer. Ik ga hier nu niet inhoudelijk op vooruitlopen, maar laat ik hieraan toevoegen dat dit kabinet veel waarde hecht aan een open en goede samenwerking met de Tweede Kamer. Dat past ook weer bij het karakter van dit kabinet. Ik luister goed naar wat u vandaag zegt en opmerkt, en zal dat meenemen bij de integrale afwegingen. ",Schoof,Minister Schoof,15
"Ik sta voor de uitvoering van het hoofdlijnenakkoord. In dat akkoord is expliciet de keuze gemaakt om geen rekeningen door te schuiven en om zorg te dragen voor stabiele overheidsfinanciën. Het hoofdlijnenakkoord bevat ook specifieke afspraken over het omgaan met tegenvallers of mogelijke tegenvallende opbrengsten. In dat geval moet de derving opgevangen worden. Het is van belang om daar afspraken over te maken, om te voorkomen dat we rekeningen doorschuiven naar de toekomst. Zoals gebruikelijk wordt derving aan de inkomstenkant gezocht in lastenverzwaring en dekking voor uitgaventegenvallers in de uitgaven. Bij een dreigende overschrijding van de 3%-norm is afgesproken om eerst te kijken naar een vermindering van de uitgaven, vanwege de grote groei van de uitgaven in de afgelopen jaren in verhouding tot de lastenverzwaringen die hebben plaatsgevonden. ",Schoof,Minister Schoof,15
"Ik heb eerder gezegd dat uitgavenoverschrijding aan de uitgavenkant moet worden opgelost. Hoe we dat gaan invullen, kan ik op dit moment ... Er moeten echt nog overleggen in het kabinet over plaatsvinden. De minister van Financiën moet daar nog zijn hele traject voor door. Ik ga nu dus nog niet zeggen waar die bezuinigingen vallen. Ik sluit me aan bij de woorden van de heer Wilders: een aantal van de keuzes voor bezuinigingen die genomen zijn, zijn pijnlijk. Maar ze zijn niet onacceptabel, want als ze onacceptabel waren geweest, hadden we ze niet genomen. Dan waren ze niet door de fractievoorzitters opgenomen in het hoofdlijnenakkoord. Dan hadden we daar onze handtekening niet onder gezet. ",Schoof,Minister Schoof,15
"Het antwoord daarop kan ik u niet zo geven. Dat is niet omdat ik geen visie zou hebben; het is niet omdat ik daar niet iets van zou vinden. Ik voel mee met al die mensen. Laat dat volstrekt helder zijn. We hebben hier nog meer debatten te voeren, niet alleen maar over de zorg, maar ook over de armoede en over onderwijs. Zo zijn er heel veel onderwerpen. Over al die onderwerpen moeten we als kabinet een integrale afweging maken. Dat is de reden dat ik zeg dat ik het pijnlijk vind, maar dat we op dit moment ... We weten helemaal niet of het zo meteen, in augustus, blijft bij wat de minister van Financiën nu heeft geschreven. Ook dat is nog afwachten. Ik neem dus op voorhand geen enkele positie in ten aanzien van waar we uiteindelijk maatregelen moeten treffen. Dat is niet omdat ik niet meeleef met al die mensen, maar omdat ik een integrale afweging moet maken van alles wat belangrijk is. ",Schoof,Minister Schoof,15
"Ik herhaal dat bij de begrotingsbehandeling in augustus echt een integrale afweging moet plaatsvinden van alle aspecten. Daar kunnen we het debat hier met elkaar dan verder over voeren. De heer Stoffer vroeg mij hoe het kabinet vervolg gaat geven aan de motie-Van der Staaij/Omtzigt over de belastingkloof tussen een- en tweeverdieners. Het vorige kabinet heeft reeds stappen gezet om dit verschil te verkleinen, bijvoorbeeld door de belastingkorting voor tweeverdieners af te schaffen. Het kabinet hecht belang aan een evenwichtige koopkrachtontwikkeling met balans tussen de verschillende belastingdrukken bij verschillende groepen. Aan de andere kant moet werken blijven lonen; dat is ook een belangrijk uitgangspunt. In de augustusbesluitvorming wordt gekeken naar het koopkrachtbeeld van het komende jaar. Aan de hand van de actuele cijfers zal het kabinet komen met voorstellen voor een evenwichtige koopkrachtontwikkeling. Het kabinet heeft hier ook geld voor vrijgemaakt in het hoofdlijnenakkoord. De heer Timmermans vroeg mij of het minimumloon naar €16 verhoogd kan worden met een koppeling aan de AOW. Het kabinet wil de bestaanszekerheid en koopkracht van mensen in Nederland verbeteren. Daartoe bevat het hoofdlijnenakkoord een aantal maatregelen, bijvoorbeeld een lastenverlichting van 2 miljard voor werkende middeninkomens. Het hoofdlijnenakkoord bevat geen voornemen voor het verder verhogen van het minimumloon. Voor een verdere verhoging bleek in april overigens ook geen draagvlak in de Eerste Kamer te bestaan. In augustus buigt het kabinet zich over de invulling van de lastenverlichting en inkomstenondersteuning uit het hoofdlijnenakkoord. De voorstellen voor volgend jaar zullen we op Prinsjesdag met uw Kamer delen en daarna met uw Kamer bespreken. Ik zie uit naar dat debat. ",Schoof,Minister Schoof,15
"Ik zal daar met de minister van Sociale Zaken en Werkgelegenheid naar kijken. Ik ben blij met wat u zegt, want het gaat u dus niet alleen om het verhogen van het minimumloon, maar eigenlijk om een totaalpakket. Daarvoor zitten in het hoofdlijnenakkoord al een aantal maatregelen. Ik stel voor dat we daar met elkaar het debat verder over voeren. ",Schoof,Minister Schoof,15
"Dank. De heer Timmermans vroeg mij ook om ons niet neer te leggen bij de armoede in Nederland en om af te zien van maatregelen rond box 2 en 3. Laat ik beginnen met de opmerking dat dit kabinet zich niet neerlegt bij armoede. Dit kabinet streeft ernaar om een toename van armoede te voorkomen en neemt daarom een aantal maatregelen gericht op het bestrijden van die armoede. Zonder deze maatregelen was de armoede verder toegenomen. Onder armoede schaar ik ook kinderarmoede. Laat daar ook geen misverstand over bestaan, ook gelet op het debat dat u hier eerder over voerde. Deze armoedemaatregelen moeten in augustus verder uit worden gewerkt. Ik ga nu niet vooruitlopen op deze uitwerking, maar ik wil wel zeggen dat het kabinet er ook naar streeft om lastenverzwaring te voorkomen, want een goed vestigingsklimaat draagt ook bij aan een welvarende samenleving. Het terugdraaien van de maatregelen ten aanzien van box 2 en 3 past daar niet bij. Het kabinet zal in augustus alle belangen integraal moeten wegen, ook daar waar ze met elkaar schuren. Het kabinet zal met een voorstel komen, waarna ik met uw Kamer graag in debat ga tijdens de Algemene Politieke Beschouwingen. ",Schoof,Minister Schoof,15
"Ook daarvoor geldt dat we in het traject van de begrotingsbehandeling in augustus alles met elkaar zullen afwegen. Deze onderwerpen zijn wel opgenomen in het hoofdlijnenakkoord en we hebben allemaal onze handtekening onder het hoofdlijnenakkoord gezet. Maar daarmee stopt het denken natuurlijk niet. We zullen daar met u uiteindelijk over in debat gaan, gelet op de totale budgettaire situatie. Ongetwijfeld zullen we dan ook nader met elkaar spreken over deze btw-verhoging. ",Schoof,Minister Schoof,15
"Ik hoor u goed en ik vermoed dat er vandaag een aantal onderwerpen een aantal keren zullen worden genoemd, waarvan dit er een is, waarvoor u onze aandacht vraagt. We nemen al die onderwerpen mee in onze discussies intern in het kabinet, om daar uiteindelijk een besluit over te nemen. ",Schoof,Minister Schoof,15
"Dit moet dan wel in combinatie met de afweging over het totaal van onze budgettaire mogelijkheden, maar daarover bestaat hopelijk geen misverstand. ",Schoof,Minister Schoof,15
"U kent de definitie in het hoofdlijnenakkoord: de armoede beperken tot het niveau van 2024. Dat is al erg genoeg. Als we het daarop kunnen houden, dan denken wij dat we al een ontzettend belangrijke stap hebben gezet, namelijk voorkomen dat de armoede de komende periode nog verder stijgt. ",Schoof,Minister Schoof,15
"Ik herhaal dat armoede echt een zeer serieus probleem is. Ik geef het je inderdaad maar te doen als je een alleenstaande moeder of vader bent en je op een heel laag inkomen of zelfs zonder inkomen zit. Het lijkt mij ontzettend ingewikkeld om dan plezier en perspectief in je leven te houden. Dat is precies de reden waarom we echt iets aan die armoede willen doen. Tegelijkertijd weten we dat de armoede zal blijven stijgen als we niets doen. Daarom zitten er in het hoofdlijnenakkoord een aantal maatregelen die er in ieder geval op gericht zijn om die stijging af te buigen. Dat vind ik geen slap doel. Dat is een heel stevig doel, want het is al heel ingewikkeld om te voorkomen dat die armoede stijgt. Daar zetten we ons vol op in. ",Schoof,Minister Schoof,15
"Wij zijn helemaal niet tevreden als we de stijging van de armoede weten te beperken. Dat is namelijk wat er aan de hand zou zijn als dit hoofdlijnenakkoord er niet had gelegen. Dat is wel onze ambitie, maar dat wil niet zeggen dat we daarmee tevreden zijn. We zijn pas tevreden als de armoede weg is, maar die krijg je niet zomaar weg. Er worden allerlei maatregelen genomen om die stijging van de armoede in ieder geval om te buigen. Dat is ontzettend belangrijk. Dat is al moeilijk genoeg, maar dat gebeurt vanuit de diepe overtuiging bij de leden van dit kabinet dat we echt iets aan die armoede moeten doen. En nee, we zijn helemaal niet tevreden. Maar we denken wel: we hebben in ieder geval een belangrijke stap gezet. ",Schoof,Minister Schoof,15
"Ik ben vol voor de inzet om de armoede te laten verminderen. Er is realistisch naar gekeken. Er vindt echt een inzet plaats vanuit het diepe besef ... Ik denk dat iedereen hier, in uw Kamer en ook in vak K, zich realiseert dat die niet tot de doelgroep behoort. In dat opzicht mogen we ons allemaal gelukkig mogen prijzen. Tegelijkertijd probeer je wel het goede te doen. Daarom zet het kabinet vol in op het verminderen van de armoede. Ja, we zetten daar vol op in en daarom neemt de armoede ook af. Alleen, de stijging wordt omgebogen. Dat is de inzet. Dat realiseren we. Dat realiseren we eigenlijk ook door het bekende uitgangspunt dat werken moet lonen. Daar richten we ons op. We richten ons op lastenverlichting voor de lage inkomens en de middeninkomens, op het bevriezen van de afbouw van de dubbele algemene heffingskorting, op een hogere huurtoeslag en de verhoging van het kindgebonden budget. Dat zijn allemaal maatregelen om die stijgende trend te keren. Want ja, we zijn een welvarend land en proberen vanuit die gedachte ervoor te zorgen dat de armoede bestreden wordt. ",Schoof,Minister Schoof,15
"Ik gaf eerder aan dat de kinderarmoede zou zijn gestegen als dit kabinet geen maatregelen zou nemen. Die buigen we af. U kunt wel doen alsof het niet relevant is, maar wij buigen de kinderarmoede af. We zorgen ervoor dat die minder wordt. Het was zonder het beleid van dit kabinet méér geworden. Er is dus bewust gekozen voor maatregelen die die tendens keren. Dat is belangrijk. Dat is echt sociaal beleid: daar aandacht aan geven en zorgen dat dat daadwerkelijk gebeurt. Dat willen we binnen de budgettaire kaders doen en op een manier die in onze ogen niet leidt tot lastenverzwaring. ",Schoof,Minister Schoof,15
In onze ogen is dat een onwenselijke maatregel. Daar kunnen wij politiek met elkaar over verschillen. ,Schoof,Minister Schoof,15
"Ik pak de handschoen waar mevrouw Bikker het over heeft graag op. Ik denk dat dit kabinet zich graag inzet voor de aanpassing van het toeslagensysteem en wil bekijken hoe we van al die verschillende toeslagen naar een manier kunnen gaan waarop het geld veel rechtstreekser bij mensen terechtkomt dan via allerlei toeslagen. Die handschoen pak ik op. Ik zeg u graag toe dat we richting de Algemene Politieke Beschouwingen een doorkijk kunnen geven. Maar dit is iets voor de komende jaren, niet voor nu. We gaan de komende jaren aan het werk om te kijken hoe we dit kunnen realiseren. Voor nu is het belangrijk dat dit kabinet op basis van het hoofdlijnenakkoord ervoor heeft gekozen om de stijging die er was ten aanzien van armoede en in het bijzonder kinderarmoede, om te buigen met diverse maatregelen. Ja, er komen meer kinderen in armoede, maar het worden er wel minder dan wanneer we niets zouden hebben gedaan. ",Schoof,Minister Schoof,15
"De uitdaging om iets aan de kinderarmoede te doen delen we. Laten we kijken welke stappen we daarin kunnen zetten, binnen onze budgettaire kaders. ",Schoof,Minister Schoof,15
"Ook hiervoor geldt dat het idee dat achter al deze maatregelen zit, namelijk de armoede bestrijden, heeft geleid tot prachtige initiatieven. Maar deze maatregel was tijdelijk door het vorige kabinet ingevoerd. Er zijn ongetwijfeld diverse maatregelen waarvoor de Kamer mijn aandacht zal vragen, zoals ik al zei op eerdere interrupties. Daar wil ik deze graag bij zetten, om te kijken of we daar met elkaar uit kunnen komen, maar ik kan op dit moment natuurlijk geen enkele toezegging doen. Wij gaan nog aan het regeerprogramma werken en dan bij het regeerprogramma, de APB en de begrotingen de echte discussie voeren over veel van deze maatregelen. ",Schoof,Minister Schoof,15
"Wij luisteren naar alle gedachten die de Kamer heeft en dan zullen we die in hun totaliteit bekijken, samen met het hoofdlijnenakkoord en de afspraken die daarin zijn gemaakt. In het regeerprogramma zullen we dan kijken hoe we de uitgestoken hand samen met u kunnen oppakken. Maar ik zeg er wel bij dat het hoort binnen de budgettaire kaders. We hebben een hoofdlijnenakkoord dat we uitwerken in het regeerprogramma. We kijken en we luisteren. Ik heb in mijn regeringsverklaring ook gezegd dat we luisteren naar de samenleving, en zo horen wij ook de geluiden hier in de Kamer. ",Schoof,Minister Schoof,15
"Meneer Timmermans, u mag mij alles in overweging geven. Wij hebben nog maar net onze handtekening gezet onder het hoofdlijnenakkoord als uitgangspunt, als basis, inclusief de financiële tabel die daarbij hoort. Wij hebben daarbij dus allemaal onze weging gemaakt. De komende zomer gaan wij dat proces opnieuw door gelet op de nieuwe financiële situaties die we nog zullen tegenkomen. Dan zullen wij met elkaar het debat voeren, en dan komt het kabinet bij de begrotingen en in het regeerprogramma met definitieve voorstellen. ",Schoof,Minister Schoof,15
"U sprak over de minister van Financiën als een hardliner. Ik zou bijna zeggen dat dat een geuzennaam is voor de minister van Financiën, niet omdat dat asociaal is en niet omdat het niet empathisch is, maar omdat het ontzettend belangrijk om solide overheidsfinanciën te hebben gelet op de generaties die na ons komen. Dát is essentieel, en dat vind ik ook belangrijk. En daarnaast zal het kabinet echt en zeer serieus veel voorstellen gaan bekijken, zoals je die ook signaleert hier in de Kamer. We zullen die afweging deze zomer maken. Die kunt u dus tegemoetzien bij de begrotingen en in het regeerprogramma richting de Algemene Politieke Beschouwingen. ",Schoof,Minister Schoof,15
"Solide overheidsfinanciën: dat is een zaak van het hele kabinet en niet alleen van de minister van Financiën, meneer Timmermans. Maar dat weet u. ",Schoof,Minister Schoof,15
"Nee, dat is een tegenstelling die ik niet heb geschetst. Ik heb geschetst dat er afwegingen moeten worden gemaakt; keuzes moeten worden gemaakt, zo zeg ik nu eigenlijk de heer Timmermans na. En wij maken die keuzes, over een volle breedte van maatregelen en rekening houdend met diverse groepen in onze samenleving. Die keuzes maken we in het belang van Nederland, voor een gezonde economische groei van Nederland, om op die manier uiteindelijk de meeste mensen het zodanig te kunnen laten hebben dat we een welvarend Nederland hebben en we ook het beste de armoede kunnen bestrijden. Die keuzes maken wij. ",Schoof,Minister Schoof,15
"Mevrouw Ouwehand, u hoort iets anders dan wat ik zeg. Dat kan, maar wat ik gezegd heb, is dat wij uiteindelijk over een breed pakket van maatregelen beschikken, dat het moet passen binnen de overheidsfinanciën en dat we kijken naar alle groepen in onze Nederlandse samenleving, om te zorgen dat het welvaartsniveau in Nederland zo hoog mogelijk is en de economische groei wordt gegarandeerd op een manier waarop we zo veel mogelijk mensen kunnen helpen. Dát heb ik gezegd. En ik heb geen tegenstellingen gecreëerd, niet gezegd dat ik de een bevoordeel ten opzichte van de ander, maar dat we keuzes maken om uiteindelijk zo goed mogelijk alles te laten neervallen. Dat is waar dit kabinet voor staat. ",Schoof,Minister Schoof,15
"U legt mij de hele tijd woorden in de mond, en theorieën. Wat ik heb gezegd, is: wij maken keuzes als kabinet, en wij doen dat uiteindelijk in het totaal van de economie van Nederland en de sociaal-economische situatie van Nederland. Daar maken we inderdaad keuzes in, maar op een manier niet bedoeld om sommige groepen te benadelen, maar om te zorgen dat Nederland over de hele linie welvarender is, welvarender wordt, en we daarmee ook nog de armoede proberen te bestrijden. Want dat is belangrijk; dat heb ik al meerdere keren gezegd. We zijn blij dat we in staat zijn om in ieder geval de stijging te dempen die erin zit, en om die om te buigen. En we zullen ons blijven inzetten om de kinderarmoede tegen te gaan. Ik zei het al eerder, op eerdere interrupties: we zijn niet tevreden als we daar zijn. Dat zou een misplaatste situatie zijn voor het kabinet, want armoede is reëel voor veel mensen. Maar dat is niet alleen aan de overheid. We moeten daar echt voor zorgen met een breed pakket aan maatregelen. En nogmaals, ik heb naar veel van de initiatieven hier in de Kamer geluisterd. We gaan daar in de komende periode, ook bij de Algemene Politieke Beschouwingen, ongetwijfeld een nog dieper debat met elkaar over aan, op basis van de begrotingen en op basis van het regeerprogramma dat we hebben geschreven. ",Schoof,Minister Schoof,15
"Ik zeg u nogmaals: we gaan het debat verder voeren op het moment dat de diverse kabinetsleden onze integrale begroting en de diverse departementsbegrotingen neerleggen. Daar zit ons programma in, inclusief het regeerprogramma. Dan zullen we dit debat verder met elkaar voeren. En ik hoor de vele geluiden in deze Kamer, en we zullen kijken hoe we met onze uitgestoken hand dat bij elkaar kunnen brengen. Maar ik zeg wel: het hoofdlijnenakkoord bestaat nog maar net; wij hebben net onze handtekeningen eronder gezet. Het is wel het uitgangspunt van datgene waar dit kabinet zich op baseert. ",Schoof,Minister Schoof,15
We hebben de ambitie om dat minimaal gelijk te houden en het zou super zijn als we in staat zouden zijn dat te verlagen. Dat is onze ambitie. ,Schoof,Minister Schoof,15
Daar kan ik ook ja op zeggen. Dat is namelijk de normale gang van zaken ten aanzien van ibo-rapporten. ,Schoof,Minister Schoof,15
Daar zullen wij zeker op terugkomen. Dat zat ook min of meer besloten in mijn antwoord. Wij zijn ons van deze motie zeer bewust en zullen dus ook kijken of wij een stap verder kunnen zetten met de uitvoering van deze motie. ,Schoof,Minister Schoof,15
"Misschien toch even het volgende, als ik mag. Ik zei: kijken. Dat zeg ik toch even voor alle duidelijkheid, zodat we elkaar niet misverstaan. Ik luister deze dagen goed om dat allemaal mee te nemen, maar ik heb dit wel bijzonder gemarkeerd omdat ik mij bewust ben van de motie die er ligt. Die ligt er al lang. Daarom ging ik er iets dieper op in. Maar ik heb wel gezegd: ik kijk ernaar. ",Schoof,Minister Schoof,15
"Waarvan akte. De heer Dassen vroeg mij hoe het kabinet de welvaart van Nederland gaat waarborgen nu er bezuinigd wordt op de toekomst van het verdienvermogen. Het hoofdlijnenakkoord is duidelijk: een gezonde economie en florerende bedrijven zijn noodzakelijk voor de welvaart in Nederland. Het versterken van het vestigingsklimaat is een prioriteit van dit kabinet, zodat ondernemers ook in de toekomst geld kunnen verdienen waarmee we onze maatschappelijke opgaven financieren. Daarvoor zijn een stabiel fiscaal klimaat, het verminderen van regeldruk, inclusief geen nieuwe nationale koppen en het oplossen van de netcongestie essentieel. Ook is er 1 miljard extra voor Invest-NL. Dat kan bijdragen aan de opschaling van innovaties. Het lid Stoffer vroeg mij waarom het kabinet kiest voor versobering van de giftenaftrek. ",Schoof,Minister Schoof,15
"Ik zou geen knip voor de neus waard zijn als ik de innovatiekracht, de economische veerkracht en het vestigingsklimaat voor ons bedrijfsleven, overigens ook voor de kennisinstituten daaromheen, niet serieus zou nemen. Dus natuurlijk, want het is uiteindelijk belangrijk voor de welvaart en de economische groei van Nederland. Ik snap heel goed dat de ombuigingen op innovatie en wetenschap, en de subsidietaakstellingen dan minimaal gekwalificeerd kunnen worden als uitdagingen. Maar bedrijven worden ook op andere manieren geholpen. Een stabiel fiscaal vestigingsklimaat, vermindering van de regeldruk en het terugdraaien van recente lastenverzwaring voor ondernemers — we spraken er al over — zijn daar voorbeelden van. Dit kabinet stimuleert daarnaast innovatie via de Wet bevordering speur- en ontwikkelingswerk, de zogeheten Innovatiebox. Maar de minister van Economische Zaken zal in het regeerprogramma nader toelichten hoe het kabinet zal zorgen voor een sterke en innovatieve economie. ",Schoof,Minister Schoof,15
"Een innovatieve economie is essentieel voor dit land. Wij zullen daar in het regeerprogramma op terugkomen. De heer Stoffer vroeg mij waarom het kabinet kiest voor versobering van de giftenaftrek. In dit akkoord, op basis waarvan het kabinet functioneert, is expliciet de keuze gemaakt om geen rekeningen door te schuiven. Dat betekent dat er niet alleen maar pijnloze maatregelen in zitten. Niet alles kan. Zoals ik al in de regeringsverklaring zei: tegenover elke plus moet een min staan. Het versoberen van de giftenaftrek is zo'n afspraak uit het hoofdlijnenakkoord. Het leidt tot een eenvoudiger belastingstelsel. Met de opbrengst van de versobering kunnen we andere ambities uit het hoofdlijnenakkoord realiseren. Sommige maatregelen in het hoofdlijnenakkoord moeten nog uitgewerkt worden en andere moeten verwerkt worden in de begrotingen. Hierbij moeten nog allerlei keuzes gemaakt worden. Dat geldt ook voor de uitwerking van de giftenaftrek. In augustus moet het pakket als geheel integraal gewogen worden. Ik kan daar, zoals ik eerder al een aantal keren heb gezegd, nog niet op vooruitlopen, maar ik vermoed dat wij daar bij de Algemene Politieke Beschouwingen nog uitgebreid op terug zullen komen. ",Schoof,Minister Schoof,15
"Reflectievermogen is een prachtige eigenschap die ik velen van ons toewens. Dat zullen we ook zelf in het kabinet de komende periode absoluut doen, met inbegrip van alle suggesties die hier in de Kamer zijn gedaan en ongetwijfeld nog zullen worden gedaan. Voorzitter. Ik ga verder met het volgende ""blokje""; zo heet dat geloof ik. Dat heeft te maken met de fysieke leefomgeving. Daarmee heb ik het blokje economie afgerond. Ik begin met de heer Timmermans, die vroeg of we de energietransitie niet kunnen versnellen en of subsidies niet naar de verkeerde gaan. Hij vroeg waarom het kabinet wijken met vele tochtige huizen niet verduurzaamt. De middelen uit het Klimaatfonds gaan, denk ik, niet naar de verkeerde. Ze worden juist ingezet voor het verduurzamen van woningen en bedrijfspanden, om mensen en kleine ondernemers te helpen en te zorgen voor een lagere energierekening, met juist ook aandacht voor de lage en middeninkomens. Dit komt uitgebreider terug in het regeerprogramma. De heer Eerdmans vroeg mij hoe het zit met de aardgasvrije plannen. Gaat het kabinet die onuitvoerbare plannen, die 300 miljard kosten, voortzetten? Laat ik beginnen met te zeggen dat die getallen mij in ieder geval niet bekend voorkomen. Dat aardgasvrij maken en verduurzamen van woningen is onderdeel van de energietransitie. Het kabinet gaat hier op een verstandige en uitvoerbare manier mee door. De heer Omtzigt vroeg mij hoe het kabinet de energietransitie gaat uitvoeren. Dat is een hele brede vraag. Het kabinet zal voortvarend verdergaan. Daarbij is het ook belangrijk dat het beleid draagbaar, haalbaar en uitvoerbaar is. Het zal u niet verbazen dat het kabinet in het regeerprogramma nader zal ingaan op de uitwerking van de afspraken uit het hoofdlijnenakkoord. De heer Omtzigt vroeg mij ook wanneer de woontop plaatsvindt, waar pensioenfondsen, gemeenten, provincies en woningcorporaties afspraken maken voor 100.000 woningen per jaar, inclusief 30.000 nieuwe sociale huurwoningen. De inzet vanuit het hoofdlijnenakkoord is om de woontop te organiseren met partijen die nodig zijn voor het realiseren van die woningbouwopgave. Daarmee worden afspraken gemaakt om de woningbouw structureel te verhogen. De huidige verwachting is dat die tussen de herfst en kerst zal plaatsvinden, want zo'n top voorbereiden kost ook enige tijd. In het regeerprogramma zal hier meer duiding aan worden gegeven. De heer Omtzigt vroeg mij ook of ik ervoor ga zorgen dat Brussel toestaat om de mogelijkheden te verruimen voor financiële ondersteuning voor het bouwen van middenhuurwoningen. Conform het hoofdlijnenakkoord zal ook dit kabinet zich gaan inzetten voor meer ruimte in de Europese staatssteunregels voor de financiële ondersteuning voor de bouw van middenhuurwoningen. Uiteindelijk is het aan de Europese Commissie om hierover een besluit te nemen. Ik kan dus niet zomaar even toezeggen dat wij dat gaan regelen, maar ik kan wel toezeggen dat we ons maximaal zullen inspannen om dat voor elkaar te krijgen. De heer Stoffer vroeg mij wat het kabinet concreet gaat doen om ervoor te zorgen dat vooral jongeren weer een betaalbaar huis kunnen vinden. Volgens het akkoord, en daarmee ook voor ons als kabinet, is het terugdringen van het grote woningtekort een topprioriteit. Dat is waarvoor de minister van VRO staat, en daarmee waarvoor het hele kabinet staat. Het tekort is belemmerend voor de bestaanszekerheid van vooral jongeren. Daarom versterkt het kabinet de inzet op de woningbouw met een scala aan maatregelen. Hierbij wordt ook rekening gehouden met aandachtsgroepen, zoals jongeren. Om de betaalbaarheid te borgen moet minimaal gemiddeld 30% van de nieuwbouw sociale huur zijn en moet twee derde van de nieuwbouw betaalbaar zijn voor de lage en middeninkomens, via koop of huur. Het kabinet stimuleert de woningbouw de komende vijf jaar met een impuls van jaarlijks 1 miljard, ook voor de bouw van private huurwoningen. ",Schoof,Minister Schoof,15
"Ik zei eerder dat ik de bedragen niet herkende. De heer Eerdmans legt het nu uit, maar u vergeeft het mij als ik dat nu niet paraat heb, neem ik aan. Ik kom daar graag in de tweede termijn op terug. ",Schoof,Minister Schoof,15
"Ik zei dat we dat doen op een verantwoorde manier en dat we dat in het regeerprogramma uitwerken. Maar omdat u het zo koppelt aan die bedragen en dan 300 miljard noemt, zeg ik dat ik er graag in de tweede termijn op terug wil komen. ",Schoof,Minister Schoof,15
"U loopt vooruit op de conclusies van het Planbureau voor de Leefomgeving. Dat doe ik nog niet. Eerst dat rapport, en dan verhouden wij ons tot dat rapport en doen wij eventueel aanpassingen aan het programma, als dat noodzakelijk is. ",Schoof,Minister Schoof,15
